step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,fraud_likelihood_audio,fraud_likelihood_text,type_encoded
461,TRANSFER,742.67,C0008301,50182.49,49439.82,C0021072,73471.66,74214.33,0,1,0.1,0.1,1
397,TRANSFER,496.32,C0026144,34110.41,33614.090000000004,C0024577,24453.58,24949.9,0,1,0.1,0.1,1
685,CASH_IN,4920.17,C0025820,15985.57,11065.4,C0016207,13719.85,18640.02,0,0,0.1,0.1,3
140,DEBIT,1038.39,C0016468,53836.46,52798.07,C0024972,88922.68,89961.06999999999,0,0,0.1,0.1,4
286,TRANSFER,377.71,C0012851,82229.92,81852.20999999999,C0004396,12605.56,12983.269999999999,0,1,0.1,0.1,1
223,CASH_IN,210.9,C0001537,40023.91,39813.01,C0036204,23149.45,23360.350000000002,0,0,0.1,0.1,3
26,DEBIT,1818.75,C0038611,70088.6,68269.85,C0019411,7929.25,9748.0,0,0,0.1,0.1,4
708,PAYMENT,37.98,C0024503,33016.89,32978.909999999996,C0031801,72424.28,72462.26,0,0,0.1,0.1,0
563,DEBIT,4962.26,C0030237,90300.26,85338.0,C0027084,84539.14,89501.4,0,0,0.1,0.1,4
526,TRANSFER,708.19,C0035217,61871.71,61163.52,C0021767,67549.15,68257.34,0,1,0.1,0.1,1
74,CASH_OUT,30.92,C0023908,83426.2,83395.28,C0007670,94009.76,94040.68,0,1,0.1,0.1,2
584,CASH_IN,2348.07,C0003376,13645.17,11297.1,C0032587,49786.52,52134.59,0,0,0.1,0.1,3
376,CASH_IN,4327.74,C0036725,72829.1,68501.36,C0010361,86672.36,91000.1,0,0,0.1,0.1,3
155,CASH_IN,1998.37,C0032513,5056.37,3058.0,C0012249,76622.08,78620.45,0,0,0.1,0.1,3
523,PAYMENT,2178.22,C0017233,51927.65,49749.43,C0010633,79384.99,81563.21,0,0,0.1,0.1,0
519,TRANSFER,493.42,C0038652,28096.02,27602.600000000002,C0006219,60986.65,61480.07,0,1,0.1,0.1,1
326,TRANSFER,2568.46,C0012291,64044.64,61476.18,C0031949,95896.87,98465.33,0,1,0.1,0.1,1
566,DEBIT,1866.65,C0022047,67646.39,65779.74,C0017553,84517.82,86384.47,0,0,0.1,0.1,4
48,PAYMENT,202.59,C0029757,87725.44,87522.85,C0039288,64267.83,64470.42,0,0,0.1,0.1,0
455,PAYMENT,2243.69,C0003332,55890.04,53646.35,C0027130,80433.34,82677.03,0,0,0.1,0.1,0
501,PAYMENT,850.39,C0003642,93241.31,92390.92,C0039044,89821.75,90672.14,0,0,0.1,0.1,0
439,CASH_OUT,1554.66,C0036618,15318.14,13763.48,C0014154,91390.61,92945.27,0,1,0.1,0.1,2
420,CASH_IN,2555.86,C0022078,96872.54,94316.68,C0018414,8048.98,10604.84,0,0,0.1,0.1,3
604,TRANSFER,6631.092372711119,C0022848,79868.61,0.0,C0028993,32367.8,33054.68,1,1,0.9135721970123012,0.9160947171330909,1
137,DEBIT,5075.92,C0032816,3331.1,0.0,C0025613,56927.28,62003.2,0,1,0.1,0.1,4
427,DEBIT,2944.83,C0019679,15515.71,12570.88,C0035689,4738.02,7682.85,0,0,0.1,0.1,4
53,CASH_OUT,1672.16,C0010776,51032.94,49360.78,C0031642,30443.34,32115.5,0,1,0.1,0.1,2
435,CASH_OUT,2589.01,C0010737,58061.59,55472.579999999994,C0030082,12221.4,14810.41,0,1,0.1,0.1,2
346,PAYMENT,856.58,C0039351,93634.54,92777.95999999999,C0009780,64060.44,64917.020000000004,0,0,0.1,0.1,0
402,CASH_IN,787.78,C0025247,12372.09,11584.31,C0036190,8572.62,9360.400000000001,0,0,0.1,0.1,3
51,PAYMENT,6941.68,C0039271,11181.03,4239.35,C0019607,59194.94,66136.62,0,0,0.1,0.1,0
564,TRANSFER,636.04,C0029787,71949.33,71313.29000000001,C0000018,20880.1,21516.14,0,1,0.1,0.1,1
686,DEBIT,2603.22,C0002307,29653.49,27050.27,C0036540,68030.96,70634.18000000001,0,0,0.1,0.1,4
557,DEBIT,2400.18,C0029921,29345.62,26945.44,C0006519,72182.65,74582.82999999999,0,0,0.1,0.1,4
360,CASH_OUT,704.69,C0019577,17960.44,17255.75,C0027505,65838.38,66543.07,0,1,0.1,0.1,2
24,DEBIT,2607.58,C0027527,60971.41,58363.83,C0022755,30561.76,33169.34,0,0,0.1,0.1,4
46,PAYMENT,3985.57,C0033086,52031.48,48045.91,C0003815,1615.42,5600.99,0,0,0.1,0.1,0
721,DEBIT,4777.08,C0018358,93082.68,88305.59999999999,C0029243,26602.79,31379.870000000003,0,0,0.1,0.1,4
441,CASH_OUT,1070.28,C0015964,16180.59,15110.31,C0007428,89704.31,90774.59,0,1,0.1,0.1,2
326,DEBIT,855.14,C0006673,26526.26,25671.12,C0010970,32938.25,33793.39,0,0,0.1,0.1,4
643,CASH_OUT,1545.64,C0021964,16081.19,14535.550000000001,C0025317,9201.96,10747.599999999999,0,1,0.1,0.1,2
377,CASH_OUT,1595.84,C0011345,41060.47,39464.630000000005,C0034651,55694.8,57290.64,0,1,0.1,0.1,2
114,CASH_OUT,1469.59,C0021268,21900.45,20430.86,C0008516,81043.34,82512.93,0,1,0.1,0.1,2
79,DEBIT,2274.3,C0027563,25209.29,22934.99,C0023869,39330.21,41604.51,0,0,0.1,0.1,4
392,CASH_OUT,135.71,C0038643,38860.87,38725.16,C0014845,53281.46,53417.17,0,1,0.1,0.1,2
120,CASH_OUT,125.36,C0000018,91948.76,91823.4,C0025220,83598.81,83724.17,0,1,0.1,0.1,2
39,CASH_OUT,16295.166959385882,C0014265,32421.4,0.0,C0022516,16355.25,18824.36,1,1,0.7217858478519984,0.6962630483459658,2
109,DEBIT,281.83,C0009852,79680.55,79398.72,C0032752,51682.89,51964.72,0,0,0.1,0.1,4
432,TRANSFER,3903.05,C0024033,54643.07,50740.02,C0018555,33962.24,37865.29,0,1,0.1,0.1,1
170,DEBIT,1057.97,C0023350,86155.13,85097.16,C0011348,91367.04,92425.01,0,0,0.1,0.1,4
498,TRANSFER,3247.6093764804878,C0001010,73835.12,0.0,C0030592,7814.72,8176.43,1,1,0.8291951875550837,0.6733286662426824,1
344,DEBIT,851.44,C0014947,34968.53,34117.09,C0001900,13696.77,14548.210000000001,0,0,0.1,0.1,4
232,PAYMENT,325.73,C0029843,69158.62,68832.89,C0004570,73998.78,74324.51,0,0,0.1,0.1,0
71,CASH_IN,2442.1,C0033322,93050.0,90607.9,C0012226,86885.93,89328.03,0,0,0.1,0.1,3
455,TRANSFER,4507.83,C0030809,59565.39,55057.56,C0020331,50097.94,54605.770000000004,0,1,0.1,0.1,1
439,CASH_IN,62.97,C0023476,52072.61,52009.64,C0020406,44943.28,45006.25,0,0,0.1,0.1,3
593,TRANSFER,1073.03,C0031882,81405.21,80332.18000000001,C0016118,69011.06,70084.09,0,1,0.1,0.1,1
506,CASH_OUT,7881.043066325466,C0029692,27053.18,0.0,C0028487,58581.01,61035.770000000004,1,1,0.805910669886674,0.6746076337337302,2
134,TRANSFER,7481.2,C0031789,75023.73,67542.53,C0011336,65662.45,73143.65,0,1,0.1,0.1,1
199,CASH_OUT,3141.9108589685743,C0009095,39487.63,0.0,C0016154,6170.74,6582.3,1,1,0.8070834371185335,0.833811756858652,2
603,CASH_OUT,1914.32,C0013389,4974.09,3059.7700000000004,C0034352,75464.57,77378.89000000001,0,1,0.1,0.1,2
293,CASH_IN,1670.11,C0032572,22465.21,20795.1,C0000466,53601.19,55271.3,0,0,0.1,0.1,3
719,DEBIT,2483.54,C0033641,6527.88,4044.34,C0005146,64154.31,66637.84999999999,0,0,0.1,0.1,4
394,PAYMENT,970.51,C0021866,39253.67,38283.159999999996,C0012353,22195.86,23166.37,0,0,0.1,0.1,0
531,TRANSFER,394.73,C0036276,75163.94,74769.21,C0018473,81636.47,82031.2,0,1,0.1,0.1,1
515,TRANSFER,1048.99,C0002384,24734.46,23685.469999999998,C0005809,26740.9,27789.890000000003,0,1,0.1,0.1,1
455,DEBIT,2373.92,C0026606,88639.73,86265.81,C0025589,35632.26,38006.18,0,0,0.1,0.1,4
303,DEBIT,1688.92,C0014781,91839.82,90150.90000000001,C0009979,43022.77,44711.689999999995,0,0,0.1,0.1,4
269,PAYMENT,294.97,C0010594,920.17,625.1999999999999,C0010699,75550.86,75845.83,0,0,0.1,0.1,0
605,PAYMENT,4371.21,C0001684,54976.41,50605.200000000004,C0021961,24824.64,29195.85,0,0,0.1,0.1,0
346,CASH_IN,156.11,C0025258,58408.6,58252.49,C0021975,91726.3,91882.41,0,0,0.1,0.1,3
470,CASH_IN,866.75,C0027462,7429.78,6563.03,C0015368,75232.42,76099.17,0,0,0.1,0.1,3
586,DEBIT,4855.98,C0029592,79845.46,74989.48000000001,C0019974,89267.53,94123.51,0,0,0.1,0.1,4
647,CASH_OUT,259.74,C0006218,22238.08,21978.34,C0026818,11437.87,11697.61,0,1,0.1,0.1,2
146,DEBIT,7351.4,C0005995,99780.92,92429.52,C0025283,54886.11,62237.51,0,0,0.1,0.1,4
498,DEBIT,998.12,C0015536,38357.21,37359.09,C0031148,49718.27,50716.39,0,0,0.1,0.1,4
311,CASH_IN,248.77,C0035775,44070.7,43821.93,C0026074,66790.57,67039.34000000001,0,0,0.1,0.1,3
670,CASH_IN,2784.17,C0024758,69701.35,66917.18000000001,C0017584,94764.69,97548.86,0,0,0.1,0.1,3
133,CASH_IN,2805.01,C0011806,48627.24,45822.229999999996,C0006335,29947.16,32752.17,0,0,0.1,0.1,3
491,TRANSFER,12391.44097818963,C0039850,54933.85,0.0,C0029842,77906.96,79352.29000000001,1,1,0.6055546750964461,0.8514759537556296,1
613,CASH_IN,4429.25,C0009741,20391.89,15962.64,C0004653,49473.84,53903.09,0,0,0.1,0.1,3
368,TRANSFER,872.82,C0032516,75487.08,74614.26,C0023850,56696.21,57569.03,0,1,0.1,0.1,1
478,PAYMENT,3405.17,C0035635,31775.22,28370.050000000003,C0008558,76773.56,80178.73,0,0,0.1,0.1,0
696,PAYMENT,2864.38,C0033299,21770.33,18905.95,C0033768,18498.23,21362.61,0,0,0.1,0.1,0
610,CASH_OUT,193.29,C0009243,12543.66,12350.369999999999,C0035369,45249.73,45443.020000000004,0,1,0.1,0.1,2
130,CASH_IN,1045.18,C0025616,17332.06,16286.880000000001,C0026509,5061.52,6106.700000000001,0,0,0.1,0.1,3
264,CASH_IN,126.89,C0033445,8933.85,8806.960000000001,C0020989,50276.12,50403.01,0,0,0.1,0.1,3
195,TRANSFER,201.33,C0031677,77033.72,76832.39,C0034101,9899.75,10101.08,0,1,0.1,0.1,1
299,CASH_IN,2645.13,C0033920,32679.36,30034.23,C0035489,58654.54,61299.67,0,0,0.1,0.1,3
365,CASH_IN,274.7,C0031962,98950.72,98676.02,C0023153,85363.07,85637.77,0,0,0.1,0.1,3
677,PAYMENT,2054.08,C0013711,55156.45,53102.369999999995,C0029470,42863.88,44917.96,0,0,0.1,0.1,0
56,CASH_OUT,378.93,C0035492,26474.65,26095.72,C0017186,518.14,897.0699999999999,0,1,0.1,0.1,2
207,CASH_IN,77.75,C0001297,16769.62,16691.87,C0018893,71393.13,71470.88,0,0,0.1,0.1,3
678,DEBIT,769.51,C0009261,49760.2,48990.689999999995,C0019037,72010.47,72779.98,0,0,0.1,0.1,4
570,DEBIT,163.6,C0023966,45035.36,44871.76,C0005712,18048.18,18211.78,0,0,0.1,0.1,4
73,TRANSFER,633.86,C0035424,80452.66,79818.8,C0019625,51470.14,52104.0,0,1,0.1,0.1,1
106,CASH_OUT,3595.4,C0009396,34839.58,31244.18,C0024011,56663.27,60258.67,0,1,0.1,0.1,2
33,PAYMENT,146.12,C0036926,17.13,0.0,C0008693,3391.49,3537.6099999999997,0,0,0.1,0.1,0
409,DEBIT,3258.56,C0011402,89826.91,86568.35,C0039249,38697.31,41955.869999999995,0,0,0.1,0.1,4
319,CASH_OUT,395.46,C0002504,5073.3,4677.84,C0038335,37648.64,38044.1,0,1,0.1,0.1,2
247,TRANSFER,4.45,C0003941,61855.06,61850.61,C0024448,41859.06,41863.509999999995,0,1,0.1,0.1,1
155,TRANSFER,3034.29,C0025779,95283.03,92248.74,C0011286,55109.06,58143.35,0,1,0.1,0.1,1
551,TRANSFER,3222.9921197121757,C0030746,65754.98,0.0,C0007957,49827.43,50261.52,1,1,0.698218646262031,0.5472883728766429,1
721,TRANSFER,1118.38,C0027251,22357.17,21238.789999999997,C0012456,14432.82,15551.2,0,1,0.1,0.1,1
572,CASH_OUT,174.49,C0025020,9568.75,9394.26,C0024625,59429.12,59603.61,0,1,0.1,0.1,2
688,CASH_IN,849.11,C0012462,47412.32,46563.21,C0005716,74656.95,75506.06,0,0,0.1,0.1,3
654,CASH_IN,1943.44,C0008492,82802.89,80859.45,C0013936,80762.38,82705.82,0,0,0.1,0.1,3
601,DEBIT,80.1,C0035828,55437.45,55357.35,C0013128,67018.33,67098.43000000001,0,0,0.1,0.1,4
115,TRANSFER,701.79,C0028422,31847.44,31145.649999999998,C0008659,64875.38,65577.17,0,1,0.1,0.1,1
532,TRANSFER,1445.83,C0036647,13121.22,11675.39,C0017344,21625.2,23071.03,0,1,0.1,0.1,1
245,TRANSFER,3179.17,C0002636,45102.58,41923.41,C0019556,74877.55,78056.72,0,1,0.1,0.1,1
350,CASH_OUT,770.41,C0025318,67484.76,66714.34999999999,C0037505,66323.18,67093.59,0,1,0.1,0.1,2
483,TRANSFER,5019.67,C0025231,5964.77,945.1000000000004,C0013544,18738.69,23758.36,0,1,0.1,0.1,1
676,DEBIT,4364.47,C0025172,81627.94,77263.47,C0000671,14275.07,18639.54,0,0,0.1,0.1,4
298,TRANSFER,8.71,C0028663,90539.75,90531.04,C0028303,85613.12,85621.83,0,1,0.1,0.1,1
162,CASH_OUT,1719.41,C0005987,59005.04,57285.63,C0025533,42962.0,44681.41,0,1,0.1,0.1,2
208,PAYMENT,5759.24,C0012442,80959.01,75199.76999999999,C0019807,19068.19,24827.43,0,0,0.1,0.1,0
438,PAYMENT,498.37,C0023598,85002.9,84504.53,C0026213,5256.44,5754.8099999999995,0,0,0.1,0.1,0
385,CASH_OUT,184.3,C0003932,51992.58,51808.28,C0019460,30150.3,30334.6,0,1,0.1,0.1,2
296,TRANSFER,364.3,C0002143,79683.69,79319.39,C0027714,18074.55,18438.85,0,1,0.1,0.1,1
43,CASH_OUT,4757.01,C0026437,20432.19,15675.179999999998,C0039090,19062.32,23819.33,0,1,0.1,0.1,2
318,PAYMENT,3369.95,C0029450,91272.47,87902.52,C0039627,30567.85,33937.799999999996,0,0,0.1,0.1,0
85,CASH_OUT,690.74,C0014736,58889.5,58198.76,C0011305,83297.17,83987.91,0,1,0.1,0.1,2
709,DEBIT,406.33,C0033257,71007.96,70601.63,C0000126,30199.93,30606.260000000002,0,0,0.1,0.1,4
396,CASH_IN,455.87,C0005453,79250.72,78794.85,C0007041,45356.66,45812.530000000006,0,0,0.1,0.1,3
99,PAYMENT,906.03,C0016826,71049.64,70143.61,C0005200,87841.48,88747.51,0,0,0.1,0.1,0
126,CASH_IN,1242.49,C0032441,67557.68,66315.18999999999,C0021775,35961.66,37204.15,0,0,0.1,0.1,3
355,CASH_IN,1107.67,C0014244,11543.78,10436.11,C0001426,84481.76,85589.43,0,0,0.1,0.1,3
643,CASH_OUT,6718.799162386863,C0000852,39868.75,0.0,C0020997,4645.3,6097.3,1,1,0.8491044406341712,0.9832953199534961,2
211,TRANSFER,5715.43,C0021245,85496.4,79780.97,C0023802,12948.69,18664.120000000003,0,1,0.1,0.1,1
123,CASH_IN,2670.94,C0035363,41412.8,38741.86,C0035061,76007.23,78678.17,0,0,0.1,0.1,3
686,DEBIT,4264.62,C0000629,13256.12,8991.5,C0020883,15725.77,19990.39,0,0,0.1,0.1,4
70,PAYMENT,87.67,C0004243,4900.89,4813.22,C0001170,75289.23,75376.9,0,0,0.1,0.1,0
182,DEBIT,1665.54,C0010587,88179.59,86514.05,C0001441,65984.7,67650.23999999999,0,0,0.1,0.1,4
211,CASH_OUT,1870.1,C0007215,80191.25,78321.15,C0019064,92890.31,94760.41,0,1,0.1,0.1,2
421,CASH_IN,94.2,C0003431,85239.62,85145.42,C0038053,88588.94,88683.14,0,0,0.1,0.1,3
215,TRANSFER,17939.95157143268,C0007490,31638.57,0.0,C0022696,81437.93,83973.56999999999,1,1,0.6057023169109326,0.9624321601047823,1
53,CASH_OUT,6697.17,C0039324,99302.57,92605.40000000001,C0020669,24095.13,30792.300000000003,0,1,0.1,0.1,2
120,CASH_IN,1685.7,C0028847,12381.57,10695.869999999999,C0036134,90567.39,92253.09,0,0,0.1,0.1,3
367,CASH_IN,736.9,C0013065,21803.98,21067.079999999998,C0017327,92777.85,93514.75,0,0,0.1,0.1,3
574,CASH_IN,2324.97,C0037162,52404.89,50079.92,C0031009,14635.15,16960.12,0,0,0.1,0.1,3
291,TRANSFER,8976.06,C0039309,79032.82,70056.76000000001,C0011104,10865.75,19841.809999999998,0,1,0.1,0.1,1
74,CASH_OUT,1670.14,C0025428,82322.2,80652.06,C0019776,64177.32,65847.46,0,1,0.1,0.1,2
732,PAYMENT,3256.57,C0019880,31167.95,27911.38,C0038233,6829.18,10085.75,0,0,0.1,0.1,0
457,CASH_IN,655.92,C0035221,84082.07,83426.15000000001,C0011542,72487.38,73143.3,0,0,0.1,0.1,3
66,CASH_IN,279.17,C0021907,39883.09,39603.92,C0034832,27742.95,28022.12,0,0,0.1,0.1,3
350,PAYMENT,240.59,C0003014,52111.78,51871.19,C0001349,59094.85,59335.439999999995,0,0,0.1,0.1,0
482,CASH_IN,9628.59,C0000408,34886.43,25257.84,C0029382,21288.96,30917.55,0,1,0.1,0.1,3
145,CASH_OUT,7242.08,C0027076,6011.53,0.0,C0015641,41437.88,48679.96,0,1,0.1,0.1,2
628,DEBIT,1727.45,C0021336,41478.19,39750.740000000005,C0024189,64995.74,66723.19,0,0,0.1,0.1,4
395,TRANSFER,466.29,C0023455,35988.78,35522.49,C0023551,90041.79,90508.07999999999,0,1,0.1,0.1,1
309,DEBIT,520.82,C0004323,3242.02,2721.2,C0038351,39033.61,39554.43,0,0,0.1,0.1,4
543,DEBIT,1790.08,C0031118,25090.06,23299.980000000003,C0028168,76256.35,78046.43000000001,0,0,0.1,0.1,4
345,TRANSFER,999.52,C0019390,13914.54,12915.02,C0006852,71344.67,72344.19,0,1,0.1,0.1,1
314,DEBIT,1017.19,C0031392,35920.73,34903.54,C0017438,33515.56,34532.75,0,0,0.1,0.1,4
116,DEBIT,1518.8,C0032791,43001.53,41482.729999999996,C0008948,64580.35,66099.15,0,0,0.1,0.1,4
417,CASH_OUT,1907.19,C0039563,12358.56,10451.369999999999,C0013430,11988.79,13895.980000000001,0,1,0.1,0.1,2
271,PAYMENT,191.08,C0014673,60740.77,60549.689999999995,C0017006,21320.42,21511.5,0,0,0.1,0.1,0
117,CASH_IN,2268.44,C0039289,23462.51,21194.07,C0028127,69389.85,71658.29000000001,0,0,0.1,0.1,3
59,PAYMENT,2090.45,C0024916,14600.79,12510.34,C0011059,5221.6,7312.05,0,0,0.1,0.1,0
484,CASH_OUT,393.24,C0000139,36761.6,36368.36,C0006482,38466.0,38859.24,0,1,0.1,0.1,2
161,PAYMENT,1510.7,C0039235,1575.86,65.15999999999985,C0031029,96549.99,98060.69,0,0,0.1,0.1,0
56,TRANSFER,1.38,C0031209,56412.51,56411.130000000005,C0006133,91307.17,91308.55,0,1,0.1,0.1,1
15,TRANSFER,184.82,C0025073,6256.31,6071.490000000001,C0037928,49128.81,49313.63,0,1,0.1,0.1,1
3,CASH_IN,1250.73,C0001100,98060.43,96809.7,C0009543,55605.94,56856.670000000006,0,0,0.1,0.1,3
710,TRANSFER,90.1,C0014594,70102.27,70012.17,C0015557,59253.27,59343.369999999995,0,1,0.1,0.1,1
73,CASH_OUT,2136.61,C0029132,97504.0,95367.39,C0025947,90354.65,92491.26,0,1,0.1,0.1,2
564,TRANSFER,1589.68,C0014721,95006.06,93416.38,C0036570,75562.02,77151.7,0,1,0.1,0.1,1
438,TRANSFER,6031.93,C0038008,32337.45,26305.52,C0012049,204.15,6236.08,0,1,0.1,0.1,1
313,CASH_OUT,588.4,C0035038,46977.73,46389.33,C0010562,23186.0,23774.4,0,1,0.1,0.1,2
435,CASH_OUT,4719.97,C0005057,7290.58,2570.6099999999997,C0011455,1869.11,6589.08,0,1,0.1,0.1,2
712,CASH_OUT,129.88,C0023357,46952.05,46822.170000000006,C0000490,88202.98,88332.86,0,1,0.1,0.1,2
58,DEBIT,4961.36,C0012320,92335.93,87374.56999999999,C0020709,27117.29,32078.65,0,0,0.1,0.1,4
221,CASH_OUT,9592.422257733582,C0024414,59400.16,0.0,C0001320,15299.32,16458.18,1,1,0.6210312572030077,0.7881954045114264,2
529,CASH_IN,2113.22,C0020892,82006.21,79892.99,C0017076,92669.65,94782.87,0,0,0.1,0.1,3
208,CASH_OUT,574.02,C0023225,86331.63,85757.61,C0009585,40252.88,40826.899999999994,0,1,0.1,0.1,2
67,CASH_IN,5.02,C0025825,48167.11,48162.090000000004,C0037056,7738.37,7743.39,0,0,0.1,0.1,3
442,TRANSFER,2455.66,C0035503,45845.87,43390.21000000001,C0037389,34646.37,37102.03,0,1,0.1,0.1,1
400,TRANSFER,3696.48,C0009092,30182.74,26486.260000000002,C0024988,85722.45,89418.93,0,1,0.1,0.1,1
289,DEBIT,1300.4,C0037443,7297.56,5997.16,C0015194,25357.79,26658.190000000002,0,0,0.1,0.1,4
65,TRANSFER,710.41,C0016954,72382.69,71672.28,C0015715,5599.22,6309.63,0,1,0.1,0.1,1
496,PAYMENT,2259.71,C0014543,59393.15,57133.44,C0015310,65522.54,67782.25,0,0,0.1,0.1,0
396,PAYMENT,476.25,C0012318,71174.21,70697.96,C0009315,15287.92,15764.17,0,0,0.1,0.1,0
134,DEBIT,6985.92,C0032506,80529.01,73543.09,C0026917,17373.44,24359.36,0,0,0.1,0.1,4
5,TRANSFER,318.2,C0036586,38676.76,38358.560000000005,C0025578,27482.8,27801.0,0,1,0.1,0.1,1
77,PAYMENT,245.09,C0012913,58645.55,58400.46000000001,C0001391,42524.34,42769.42999999999,0,0,0.1,0.1,0
465,PAYMENT,849.21,C0003693,21674.21,20825.0,C0008360,69909.12,70758.33,0,0,0.1,0.1,0
611,PAYMENT,300.44,C0030288,48960.72,48660.28,C0003038,21897.97,22198.41,0,0,0.1,0.1,0
64,CASH_OUT,655.93,C0034899,27831.52,27175.59,C0026839,22372.86,23028.79,0,1,0.1,0.1,2
401,TRANSFER,398.72,C0018972,97371.02,96972.3,C0002206,18161.18,18559.9,0,1,0.1,0.1,1
283,DEBIT,9770.95,C0017447,96884.35,87113.40000000001,C0025864,60243.52,70014.47,0,1,0.1,0.1,4
480,CASH_OUT,4732.46,C0007411,82160.38,77427.92,C0021424,84676.12,89408.58,0,1,0.1,0.1,2
726,TRANSFER,155.78,C0027248,67153.7,66997.92,C0036479,75804.96,75960.74,0,1,0.1,0.1,1
13,TRANSFER,890.42,C0019889,95113.67,94223.25,C0039451,52102.13,52992.549999999996,0,1,0.1,0.1,1
727,TRANSFER,1927.18,C0007273,61484.12,59556.94,C0010139,36002.64,37929.82,0,1,0.1,0.1,1
415,TRANSFER,131.97,C0025474,20665.06,20533.09,C0007469,78171.97,78303.94,0,1,0.1,0.1,1
80,CASH_OUT,60.16,C0039136,58364.88,58304.719999999994,C0020804,73229.28,73289.44,0,1,0.1,0.1,2
507,PAYMENT,774.32,C0009623,81515.26,80740.93999999999,C0009684,84519.2,85293.52,0,0,0.1,0.1,0
632,TRANSFER,178.5,C0035734,90583.07,90404.57,C0039257,62450.31,62628.81,0,1,0.1,0.1,1
62,CASH_OUT,143.65,C0018841,86141.14,85997.49,C0005508,13185.51,13329.16,0,1,0.1,0.1,2
545,CASH_OUT,837.67,C0001150,13525.52,12687.85,C0004200,22014.35,22852.019999999997,0,1,0.1,0.1,2
173,DEBIT,1063.48,C0037364,14616.94,13553.460000000001,C0031577,82018.79,83082.26999999999,0,0,0.1,0.1,4
546,DEBIT,4401.02,C0011098,75921.01,71519.98999999999,C0011249,48082.64,52483.66,0,0,0.1,0.1,4
524,DEBIT,4508.75,C0002142,5709.79,1201.04,C0000411,65262.09,69770.84,0,0,0.1,0.1,4
536,CASH_IN,1100.55,C0005076,73378.49,72277.94,C0002247,14401.94,15502.49,0,0,0.1,0.1,3
604,PAYMENT,8792.8,C0021708,86519.68,77726.87999999999,C0004960,31138.29,39931.09,0,1,0.1,0.1,0
499,CASH_OUT,2852.21,C0002934,50292.87,47440.66,C0021671,3921.92,6774.13,0,1,0.1,0.1,2
422,DEBIT,199.65,C0006513,16944.36,16744.71,C0013230,91176.61,91376.26,0,0,0.1,0.1,4
568,CASH_OUT,83.51,C0034709,95384.11,95300.6,C0032250,91497.04,91580.54999999999,0,1,0.1,0.1,2
348,CASH_OUT,1427.54,C0019848,59895.64,58468.1,C0035178,79439.41,80866.95,0,1,0.1,0.1,2
271,DEBIT,4069.24,C0020939,31048.98,26979.739999999998,C0022270,52388.5,56457.74,0,0,0.1,0.1,4
584,PAYMENT,497.44,C0013224,95410.21,94912.77,C0036904,41197.76,41695.200000000004,0,0,0.1,0.1,0
11,CASH_IN,7311.04,C0034413,42162.23,34851.19,C0020999,88875.72,96186.76,0,0,0.1,0.1,3
198,CASH_OUT,7.64,C0012832,14689.65,14682.01,C0013665,78420.95,78428.59,0,1,0.1,0.1,2
685,DEBIT,568.6,C0013294,29993.34,29424.74,C0005898,75907.5,76476.1,0,0,0.1,0.1,4
151,CASH_IN,2289.07,C0006527,78244.48,75955.40999999999,C0004172,78007.1,80296.17000000001,0,0,0.1,0.1,3
133,TRANSFER,944.13,C0009649,87039.54,86095.40999999999,C0039543,41694.6,42638.729999999996,0,1,0.1,0.1,1
218,DEBIT,225.06,C0024650,42026.37,41801.310000000005,C0032484,21391.79,21616.850000000002,0,0,0.1,0.1,4
44,PAYMENT,609.41,C0032048,18355.73,17746.32,C0007856,53258.26,53867.670000000006,0,0,0.1,0.1,0
249,TRANSFER,222.54,C0026198,7743.19,7520.65,C0015252,55118.74,55341.28,0,1,0.1,0.1,1
309,PAYMENT,6111.91,C0020059,76013.95,69902.04,C0034447,31292.47,37404.380000000005,0,0,0.1,0.1,0
607,PAYMENT,1129.86,C0038288,76324.32,75194.46,C0021457,20078.98,21208.84,0,0,0.1,0.1,0
49,CASH_IN,2082.88,C0026531,79896.73,77813.84999999999,C0037093,16679.84,18762.72,0,0,0.1,0.1,3
271,CASH_IN,1069.68,C0030000,5845.43,4775.75,C0001297,30169.16,31238.84,0,0,0.1,0.1,3
154,PAYMENT,1867.13,C0017940,4070.25,2203.12,C0017027,89568.6,91435.73000000001,0,0,0.1,0.1,0
112,CASH_OUT,9822.9,C0034358,43253.12,33430.22,C0000488,82936.45,92759.34999999999,0,1,0.1,0.1,2
62,CASH_IN,1082.16,C0023085,23514.12,22431.96,C0014636,86328.64,87410.8,0,0,0.1,0.1,3
601,CASH_OUT,933.58,C0020925,68413.87,67480.29,C0015737,89473.75,90407.33,0,1,0.1,0.1,2
550,CASH_OUT,224.88,C0021883,21754.89,21530.01,C0024757,36369.71,36594.59,0,1,0.1,0.1,2
658,PAYMENT,924.36,C0033918,74095.6,73171.24,C0034423,45512.73,46437.090000000004,0,0,0.1,0.1,0
355,DEBIT,2963.74,C0017889,67705.22,64741.48,C0034192,8192.08,11155.82,0,0,0.1,0.1,4
482,CASH_IN,1282.1,C0030582,27538.68,26256.58,C0001871,91823.29,93105.39,0,0,0.1,0.1,3
